OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,FAA_ID,POC,Floor,Ceiling,County,Shape__Area,Shape__Length
595,DOD,AFGSC,Minot,Minot D-11,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot D-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345799999990959
596,DOD,AFGSC,Minot,Minot D-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot D-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47148988011759e-07,0.00345800000002328
597,DOD,AFGSC,Minot,Minot A-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot D-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345799999990959
598,DOD,AFGSC,Minot,Minot B-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot D-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345800000002328
599,DOD,AFGSC,Minot,Minot H-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot D-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.47149897506461e-07,0.00345800000002328
600,DOD,AFGSC,Minot,Minot H-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot D-11,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.47149897506461e-07,0.00345800000002328
601,DOD,AFGSC,Minot,Minot F-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-1,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345800000002328
602,DOD,AFGSC,Minot,Minot A-7,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-2,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345800000002328
603,DOD,AFGSC,Minot,Minot F-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-3,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,5.5291593525908e-06,0.00956199999995988
604,DOD,AFGSC,Minot,Minot B-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-4,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,5.53112022316782e-06,0.00956399999995483
605,DOD,AFGSC,Minot,Minot D-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-5,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345799999990959
606,DOD,AFGSC,Minot,Minot F-9,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345800000002328
607,DOD,AFGSC,Minot,Minot F-4,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345799999990959
608,DOD,AFGSC,Minot,Minot H-6,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345800000002328
609,DOD,AFGSC,Minot,Minot B-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345800000002328
610,DOD,AFGSC,Minot,Minot A-4,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47148988011759e-07,0.00345800000002328
611,DOD,AFGSC,Minot,Minot A-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot E-11,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.47149897506461e-07,0.00345800000002328
612,DOD,AFGSC,Minot,Minot B-9,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-1,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.48000275052618e-07,0.00346000000001823
613,DOD,AFGSC,Minot,Minot F-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-2,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.47999365557916e-07,0.00346000000001823
614,DOD,AFGSC,Minot,Minot A-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-3,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,5.53700010641478e-06,0.00956999999993968
615,DOD,AFGSC,Minot,Minot H-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-4,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,5.53700010641478e-06,0.00957000000005337
616,DOD,AFGSC,Minot,Minot H-9,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-5,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.48850652598776e-07,0.00346200000012686
617,DOD,AFGSC,Minot,Minot H-4,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.48849743104074e-07,0.00346199999989949
618,DOD,AFGSC,Minot,Minot F-11,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MCLEAN,7.48849743104074e-07,0.00346200000001318
619,DOD,AFGSC,Minot,Minot F-10,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.48849743104074e-07,0.00346200000001318
620,DOD,AFGSC,Minot,Minot B-10,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.48850652598776e-07,0.00346200000012686
621,DOD,AFGSC,Minot,Minot F-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.48850652598776e-07,0.00346199999989949
622,DOD,AFGSC,Minot,Minot H-10,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot F-11,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.48850652598776e-07,0.00346200000001318
623,DOD,AFGSC,Minot,Minot B-4,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-1,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.48850652598776e-07,0.00346199999989949
624,DOD,AFGSC,Minot,Minot H-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-2,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.48850652598776e-07,0.00346200000001318
625,DOD,AFGSC,Minot,Minot A-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-3,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.48849743104074e-07,0.00346200000012686
626,DOD,AFGSC,Minot,Minot A-9,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-4,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.48849743104074e-07,0.00346200000001318
627,DOD,AFGSC,Minot,Minot A-11,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-5,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.48850652598776e-07,0.00346200000012686
628,DOD,AFGSC,Minot,Minot B-11,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.48849743104074e-07,0.00346200000001318
629,DOD,AFGSC,Minot,Minot G-6,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.49700120650232e-07,0.00346400000012181
630,DOD,AFGSC,Minot,Minot G-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.49700120650232e-07,0.00346400000000813
631,DOD,AFGSC,Minot,Minot G-4,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.4969921115553e-07,0.00346400000000813
632,DOD,AFGSC,Minot,Minot G-7,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.49700120650232e-07,0.00346400000000813
633,DOD,AFGSC,Minot,Minot H-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot G-11,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.49700120650232e-07,0.00346400000000813
634,DOD,AFGSC,Minot,Minot B-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-1,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.49700120650232e-07,0.00346399999989444
635,DOD,AFGSC,Minot,Minot B-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-2,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.49700120650232e-07,0.00346399999989444
636,DOD,AFGSC,Minot,Minot H-11,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-3,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.4969921115553e-07,0.00346400000000813
637,DOD,AFGSC,Minot,Minot A-10,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-4,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.49700120650232e-07,0.00346400000012181
638,DOD,AFGSC,Minot,Minot G-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-5,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.5055049819639e-07,0.00346600000011676
639,DOD,AFGSC,Minot,Minot G-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,5.55267979507335e-06,0.00958600000001297
640,DOD,AFGSC,Minot,Minot G-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.5055049819639e-07,0.00346600000000308
641,DOD,AFGSC,Minot,Minot G-9,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.50549588701688e-07,0.00346600000011676
642,DOD,AFGSC,Minot,Minot G-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.51399966247845e-07,0.00346800000011172
643,DOD,AFGSC,Minot,Minot G-11,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.51399966247845e-07,0.00346799999999803
644,DOD,AFGSC,Minot,Minot G-10,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot H-11,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.51399966247845e-07,0.00346800000011172
645,DOD,AFGSC,Minot,Minot I-4,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-1,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.51399966247845e-07,0.00346799999999803
646,DOD,AFGSC,Minot,Minot I-6,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-2,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.51399966247845e-07,0.00346799999988434
647,DOD,AFGSC,Minot,Minot I-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-3,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.53099811845459e-07,0.00347199999998793
648,DOD,AFGSC,Minot,Minot I-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-4,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.53100721340161e-07,0.00347200000010162
649,DOD,AFGSC,Minot,Minot J-6,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-5,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.53099811845459e-07,0.00347199999998793
650,DOD,AFGSC,Minot,Minot J-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.53099811845459e-07,0.00347200000010162
651,DOD,AFGSC,Minot,Minot I-7,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.53099811845459e-07,0.00347200000010162
652,DOD,AFGSC,Minot,Minot I-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.53099811845459e-07,0.00347199999998793
653,DOD,AFGSC,Minot,Minot J-4,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.53099811845459e-07,0.00347199999998793
654,DOD,AFGSC,Minot,Minot I-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,5.57816019863822e-06,0.00961200000006102
655,DOD,AFGSC,Minot,Minot J-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot I-11,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.53950189391617e-07,0.00347400000009657
656,DOD,AFGSC,Minot,Minot J-7,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-1,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.53949279896915e-07,0.00347399999998288
657,DOD,AFGSC,Minot,Minot  J-9,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-2,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.53949279896915e-07,0.00347400000009657
658,DOD,AFGSC,Minot,Minot I-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-3,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.53950189391617e-07,0.00347400000009657
659,DOD,AFGSC,Minot,Minot I-9,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-4,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.53950189391617e-07,0.00347399999998288
660,DOD,AFGSC,Minot,Minot J-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-5,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.54800566937774e-07,0.00347599999997783
661,DOD,AFGSC,Minot,Minot J-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,5.58404008188518e-06,0.00961799999993218
662,DOD,AFGSC,Minot,Minot I-10,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.54799657443073e-07,0.00347600000009152
663,DOD,AFGSC,Minot,Minot J-10,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.54799657443073e-07,0.00347600000009152
664,DOD,AFGSC,Minot,Minot K-6,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.55649125494529e-07,0.00347800000008647
665,DOD,AFGSC,Minot,Minot J-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.5565003498923e-07,0.00347800000008647
666,DOD,AFGSC,Minot,Minot I-11,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot J-11,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.55650944483932e-07,0.00347799999997278
667,DOD,AFGSC,Minot,Minot K-7,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-1,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.5565003498923e-07,0.00347800000008647
668,DOD,AFGSC,Minot,Minot K-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-2,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.5565003498923e-07,0.00347799999997278
669,DOD,AFGSC,Minot,Minot J-11,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-3,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.5565003498923e-07,0.00347799999985909
670,DOD,AFGSC,Minot,Minot M-6,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-4,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.5565003498923e-07,0.00347799999997278
671,DOD,AFGSC,Minot,Minot K-9,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-5,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.57349880586844e-07,0.00348199999984899
672,DOD,AFGSC,Minot,Minot K-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.57350790081546e-07,0.00348199999996268
673,DOD,AFGSC,Minot,Minot M-7,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.57349880586844e-07,0.00348200000007637
674,DOD,AFGSC,Minot,Minot K-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,5.59971977054374e-06,0.00963400000000547
675,DOD,AFGSC,Minot,Minot K-4,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,MOUNTRAIL,7.57349880586844e-07,0.00348200000007637
676,DOD,AFGSC,Minot,Minot M-4,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.57350790081546e-07,0.00348199999996268
677,DOD,AFGSC,Minot,Minot K-10,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot K-11,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.57350790081546e-07,0.00348199999996268
678,DOD,AFGSC,Minot,Minot K-11,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-1,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.57348971092142e-07,0.00348199999996268
679,DOD,AFGSC,Minot,Minot K-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-2,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.57349880586844e-07,0.00348199999996268
680,DOD,AFGSC,Minot,Minot M-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-3,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.57350790081546e-07,0.00348199999996268
681,DOD,AFGSC,Minot,Minot M-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-4,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.57350790081546e-07,0.00348199999996268
682,DOD,AFGSC,Minot,Minot N-7,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-5,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.57350790081546e-07,0.00348199999984899
683,DOD,AFGSC,Minot,Minot M-3,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.58200258133002e-07,0.00348400000007132
684,DOD,AFGSC,Minot,Minot M-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,5.61343949811999e-06,0.00964799999997012
685,DOD,AFGSC,Minot,Minot M-9,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.59050635679159e-07,0.00348600000006627
686,DOD,AFGSC,Minot,Minot N-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.59049726184458e-07,0.0034859999998389
687,DOD,AFGSC,Minot,Minot N-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.59048816689756e-07,0.00348599999995258
688,DOD,AFGSC,Minot,Minot K-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot L-11,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,BURKE,7.59050635679159e-07,0.00348599999995258
689,DOD,AFGSC,Minot,Minot O-6,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-1,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.59049726184458e-07,0.00348600000006627
690,DOD,AFGSC,Minot,Minot N-6,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-2,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,RENVILLE,7.59050635679159e-07,0.00348600000006627
691,DOD,AFGSC,Minot,Minot L-6,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-3,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,RENVILLE,7.59050635679159e-07,0.00348600000006627
692,DOD,AFGSC,Minot,Minot L-7,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-4,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,RENVILLE,7.59900103730615e-07,0.00348800000006122
693,DOD,AFGSC,Minot,Minot M-2,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-5,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,RENVILLE,7.59899194235913e-07,0.00348800000006122
694,DOD,AFGSC,Minot,Minot M-10,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-6,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,RENVILLE,7.59900103730615e-07,0.00348800000006122
695,DOD,AFGSC,Minot,Minot N-1,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-7,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,5.62324021302629e-06,0.00965800000005856
696,DOD,AFGSC,Minot,Minot L-8,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-8,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.59900103730615e-07,0.00348800000006122
697,DOD,AFGSC,Minot,Minot O-5,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-9,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,WARD,7.59900103730615e-07,0.00348800000006122
698,DOD,AFGSC,Minot,Minot O-7,CLASS G,NATIONAL SECURITY,ND,20170810-DOD-Minot-Minot M-10,"Primary and Emergency:Command Post, Minot: 701-723-3101",Surface,400' AGL,RENVILLE,7.59899194235913e-07,0.00348800000006122
